11
12
9
9
20
12
29
28
9
10
23
10
10
19
13
9
438
7
7
8
8
8
9
8
9
9
8
8
8
20
87
9
105
9
9
10
7
7
13
10
8
8
10
8
8
7
9
6
9
10
8
8
9
9
8
6
7
7
8
39
9
9
9
10
11
100
82
46
55
21
37
8
53
66
33
9
9
14
8
8
18
10
8
10
10
8
8
8
7
9
10
8
8
9
187
8
9
8
59
11
