9
48
56
7
84
88
99
258
565
64
39
87
60
72
7
98
82
125
37
32
45
53
64
77
87
199
80
19
27
41
48
59
70
81
71
100
46
19
30
40
51
61
68
94
6
116
14
26
38
43
59
521
20
109
26
264
50
63
10
37
7
74
32
96
8
221
8
78
37
104
608
107
612
112
9
19
555
54
15
62
8
116
7
106
7
39
7
45
7
67
7
90
8
111
8
27
8
49
7
72
