61
13
11
38
10
11
9
10
9
10
10
11
12
11
11
11
11
20
12
12
13
9
10
12
10
40
10
11
29
11
10
10
11
13
23
12
11
8
12
11
11
11
13
12
15
12
13
9
10
9
21
11
10
10
12
10
12
11
7
48
54
54
43
29
16
149
9
10
22
11
11
22
11
10
16
11
10
23
96
9
104
9
12
8
13
10
64
11
11
8
9
63
87
96
102
105
114
115
122
8
